site_name,latitude,longitude,sample_date_year,sample_date_month,sample_date_day,reef_exposure,reef_type,reef_zone,depth_avg,percent_cover_by_benthic_category_avg
Ampalas Barat,-6.92243,121.28002,2015,4,22,sheltered,atoll,back reef,5.5,"{'Sand': 9.83, 'Other': 0.0, 'Rubble': 7.83, 'Seagrass': 31.33, 'Hard coral': 25.67, 'Macroalgae': 2.5, 'Soft coral': 2.33, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 17.83, 'Other invertebrates': 2.67, 'Crustose coralline algae': 0.0}"
Ampalas Timur,-6.922428003,121.280016,2015,4,22,semi-exposed,fringing,fore reef,5.5,"{'Sand': 6.83, 'Other': 0.0, 'Rubble': 11.0, 'Seagrass': 34.67, 'Hard coral': 19.83, 'Macroalgae': 1.5, 'Soft coral': 5.83, 'Turf algae': 0.5, 'Cyanobacteria': 0.0, 'Bare substrate': 16.67, 'Other invertebrates': 3.17, 'Crustose coralline algae': 0.0}"
Belang-Belang,-6.39778,121.09569,2015,4,12,exposed,atoll,fore reef,5,"{'Sand': 0.33, 'Other': 0.0, 'Rubble': 1.0, 'Seagrass': 0.0, 'Hard coral': 17.67, 'Macroalgae': 2.67, 'Soft coral': 19.17, 'Turf algae': 10.0, 'Cyanobacteria': 0.0, 'Bare substrate': 43.67, 'Other invertebrates': 5.5, 'Crustose coralline algae': 0.0}"
Bungin Kamase,-6.938359989,121.000066,2015,4,20,semi-exposed,fringing,fore reef,6,"{'Sand': 8.67, 'Other': 0.0, 'Rubble': 15.83, 'Seagrass': 0.0, 'Hard coral': 25.67, 'Macroalgae': 2.17, 'Soft coral': 11.0, 'Turf algae': 1.5, 'Cyanobacteria': 0.0, 'Bare substrate': 26.67, 'Other invertebrates': 8.5, 'Crustose coralline algae': 0.0}"
Bungin Laloh,-6.81948,121.28083,2015,4,23,exposed,atoll,fore reef,5,"{'Sand': 5.17, 'Other': 0.0, 'Rubble': 6.33, 'Seagrass': 0.0, 'Hard coral': 40.67, 'Macroalgae': 2.0, 'Soft coral': 14.83, 'Turf algae': 0.5, 'Cyanobacteria': 0.0, 'Bare substrate': 22.5, 'Other invertebrates': 8.0, 'Crustose coralline algae': 0.0}"
Jinato Barat,-6.77289,120.96176,2015,4,17,exposed,atoll,fore reef,5,"{'Sand': 3.67, 'Other': 0.0, 'Rubble': 4.5, 'Seagrass': 0.0, 'Hard coral': 52.0, 'Macroalgae': 3.33, 'Soft coral': 9.67, 'Turf algae': 0.17, 'Cyanobacteria': 0.0, 'Bare substrate': 16.17, 'Other invertebrates': 10.5, 'Crustose coralline algae': 0.0}"
Lantigiang Barat Daya,-6.70882,120.95501,2015,4,16,exposed,atoll,fore reef,5.5,"{'Sand': 8.5, 'Other': 0.0, 'Rubble': 5.33, 'Seagrass': 0.0, 'Hard coral': 38.5, 'Macroalgae': 1.5, 'Soft coral': 15.33, 'Turf algae': 0.33, 'Cyanobacteria': 0.0, 'Bare substrate': 26.33, 'Other invertebrates': 4.17, 'Crustose coralline algae': 0.0}"
Lantigiang Utara,-6.69546,120.96014,2015,4,16,exposed,atoll,fore reef,5,"{'Sand': 4.83, 'Other': 0.0, 'Rubble': 20.5, 'Seagrass': 0.0, 'Hard coral': 22.67, 'Macroalgae': 0.83, 'Soft coral': 8.83, 'Turf algae': 0.5, 'Cyanobacteria': 0.0, 'Bare substrate': 33.67, 'Other invertebrates': 8.17, 'Crustose coralline algae': 0.0}"
Latondu Kecil 1,-6.54816,120.92637,2015,4,9,exposed,atoll,fore reef,5.5,"{'Sand': 1.67, 'Other': 0.0, 'Rubble': 1.67, 'Seagrass': 0.0, 'Hard coral': 45.33, 'Macroalgae': 0.83, 'Soft coral': 17.17, 'Turf algae': 0.17, 'Cyanobacteria': 0.0, 'Bare substrate': 28.83, 'Other invertebrates': 4.33, 'Crustose coralline algae': 0.0}"
Latondu Kecil 2,-6.523467014,120.930956,2015,4,9,semi-exposed,fringing,fore reef,5.5,"{'Sand': 9.33, 'Other': 0.0, 'Rubble': 0.17, 'Seagrass': 0.0, 'Hard coral': 23.67, 'Macroalgae': 4.17, 'Soft coral': 17.0, 'Turf algae': 7.83, 'Cyanobacteria': 0.0, 'Bare substrate': 29.0, 'Other invertebrates': 8.83, 'Crustose coralline algae': 0.0}"
Latondu Kecil 3,-6.49715,120.94196,2015,4,9,exposed,atoll,fore reef,5.5,"{'Sand': 10.67, 'Other': 0.0, 'Rubble': 7.33, 'Seagrass': 0.17, 'Hard coral': 20.0, 'Macroalgae': 1.83, 'Soft coral': 10.0, 'Turf algae': 6.67, 'Cyanobacteria': 0.0, 'Bare substrate': 41.0, 'Other invertebrates': 2.33, 'Crustose coralline algae': 0.0}"
Latondu Timur,-6.499,121.0013,2015,4,8,semi-exposed,atoll,back reef,6.5,"{'Sand': 2.83, 'Other': 0.0, 'Rubble': 8.17, 'Seagrass': 0.0, 'Hard coral': 22.67, 'Macroalgae': 0.0, 'Soft coral': 28.17, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 31.17, 'Other invertebrates': 7.0, 'Crustose coralline algae': 0.0}"
Latondu Utara,-6.490058005,120.99794,2015,4,8,semi-exposed,fringing,fore reef,6,"{'Sand': 3.5, 'Other': 0.0, 'Rubble': 0.0, 'Seagrass': 0.0, 'Hard coral': 37.0, 'Macroalgae': 4.83, 'Soft coral': 20.83, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 22.17, 'Other invertebrates': 11.67, 'Crustose coralline algae': 0.0}"
Pasitalu Barat,-7.05258,121.06151,2015,4,20,exposed,atoll,fore reef,5,"{'Sand': 7.33, 'Other': 0.0, 'Rubble': 4.67, 'Seagrass': 0.0, 'Hard coral': 31.83, 'Macroalgae': 2.5, 'Soft coral': 13.17, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 22.33, 'Other invertebrates': 18.17, 'Crustose coralline algae': 0.0}"
Pasitalu Tengah,-7.064357009,121.090362,2015,4,21,semi-exposed,fringing,fore reef,5.5,"{'Sand': 7.5, 'Other': 0.0, 'Rubble': 26.0, 'Seagrass': 0.0, 'Hard coral': 11.0, 'Macroalgae': 5.83, 'Soft coral': 4.0, 'Turf algae': 1.33, 'Cyanobacteria': 0.0, 'Bare substrate': 38.67, 'Other invertebrates': 5.67, 'Crustose coralline algae': 0.0}"
Pasitalu Timur,-7.07844,121.11573,2015,4,21,semi-exposed,atoll,fore reef,5.5,"{'Sand': 6.67, 'Other': 0.0, 'Rubble': 4.33, 'Seagrass': 0.0, 'Hard coral': 5.67, 'Macroalgae': 3.67, 'Soft coral': 4.17, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 71.67, 'Other invertebrates': 3.83, 'Crustose coralline algae': 0.0}"
Rajuni Besar,-6.57093,121.01618,2015,4,14,semi-exposed,atoll,fore reef,5.5,"{'Sand': 10.33, 'Other': 0.0, 'Rubble': 7.33, 'Seagrass': 0.0, 'Hard coral': 59.5, 'Macroalgae': 0.0, 'Soft coral': 7.83, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 10.67, 'Other invertebrates': 4.33, 'Crustose coralline algae': 0.0}"
Rajuni Kecil,-6.54722,120.9909,2015,4,14,sheltered,atoll,fore reef,6.5,"{'Sand': 0.17, 'Other': 0.0, 'Rubble': 58.83, 'Seagrass': 5.17, 'Hard coral': 15.67, 'Macroalgae': 3.17, 'Soft coral': 1.0, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 14.5, 'Other invertebrates': 1.5, 'Crustose coralline algae': 0.0}"
Taka Balalong Timur,-6.848064009,121.157204,2015,4,24,semi-exposed,fringing,fore reef,5,"{'Sand': 26.33, 'Other': 0.0, 'Rubble': 5.33, 'Seagrass': 0.67, 'Hard coral': 27.0, 'Macroalgae': 0.67, 'Soft coral': 7.33, 'Turf algae': 0.17, 'Cyanobacteria': 0.0, 'Bare substrate': 25.5, 'Other invertebrates': 7.0, 'Crustose coralline algae': 0.0}"
Taka Balaloong Utara,-6.81288,121.12989,2015,4,26,sheltered,atoll,fore reef,5,"{'Sand': 11.17, 'Other': 0.0, 'Rubble': 14.17, 'Seagrass': 0.17, 'Hard coral': 50.0, 'Macroalgae': 1.17, 'Soft coral': 3.5, 'Turf algae': 0.67, 'Cyanobacteria': 0.0, 'Bare substrate': 16.33, 'Other invertebrates': 2.83, 'Crustose coralline algae': 0.0}"
Taka Balanda,-6.92343,121.30575,2015,4,22,exposed,atoll,back reef,5.5,"{'Sand': 9.67, 'Other': 0.0, 'Rubble': 8.0, 'Seagrass': 0.0, 'Hard coral': 41.83, 'Macroalgae': 4.17, 'Soft coral': 9.5, 'Turf algae': 0.83, 'Cyanobacteria': 0.0, 'Bare substrate': 22.67, 'Other invertebrates': 3.33, 'Crustose coralline algae': 0.0}"
Taka Bayang Pogo,-6.924783988,121.068763,2015,4,19,semi-exposed,fringing,fore reef,6,"{'Sand': 7.33, 'Other': 0.0, 'Rubble': 2.67, 'Seagrass': 0.0, 'Hard coral': 46.83, 'Macroalgae': 0.5, 'Soft coral': 15.33, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 23.5, 'Other invertebrates': 3.83, 'Crustose coralline algae': 0.0}"
Taka Gantarang 1,-6.44483,121.2271,2015,4,13,exposed,atoll,fore reef,5.5,"{'Sand': 3.0, 'Other': 0.0, 'Rubble': 7.67, 'Seagrass': 0.83, 'Hard coral': 31.33, 'Macroalgae': 7.33, 'Soft coral': 7.5, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 35.17, 'Other invertebrates': 7.17, 'Crustose coralline algae': 0.0}"
Taka Gantarang 2,-6.453174027,121.285359,2015,4,13,semi-exposed,fringing,fore reef,5.5,"{'Sand': 2.0, 'Other': 0.0, 'Rubble': 2.17, 'Seagrass': 0.0, 'Hard coral': 29.67, 'Macroalgae': 6.67, 'Soft coral': 20.5, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 24.67, 'Other invertebrates': 14.33, 'Crustose coralline algae': 0.0}"
Taka Kayu Bulan Barat,-6.770354966,121.041817,2015,4,18,semi-exposed,fringing,fore reef,5,"{'Sand': 10.67, 'Other': 0.0, 'Rubble': 43.17, 'Seagrass': 0.0, 'Hard coral': 20.33, 'Macroalgae': 4.0, 'Soft coral': 1.17, 'Turf algae': 0.5, 'Cyanobacteria': 0.0, 'Bare substrate': 15.5, 'Other invertebrates': 4.67, 'Crustose coralline algae': 0.0}"
Taka Kayu Bulan Selatan,-6.7748309860000004,121.063497,2015,4,18,semi-exposed,fringing,fore reef,6,"{'Sand': 13.33, 'Other': 0.0, 'Rubble': 19.33, 'Seagrass': 2.33, 'Hard coral': 21.17, 'Macroalgae': 0.33, 'Soft coral': 4.33, 'Turf algae': 0.33, 'Cyanobacteria': 0.0, 'Bare substrate': 35.33, 'Other invertebrates': 3.5, 'Crustose coralline algae': 0.0}"
Taka Kayu Bulan Utara,-6.75829,121.05997,2015,4,18,semi-exposed,atoll,fore reef,5,"{'Sand': 13.17, 'Other': 0.0, 'Rubble': 23.0, 'Seagrass': 0.0, 'Hard coral': 27.5, 'Macroalgae': 1.33, 'Soft coral': 2.17, 'Turf algae': 1.0, 'Cyanobacteria': 0.0, 'Bare substrate': 25.0, 'Other invertebrates': 6.83, 'Crustose coralline algae': 0.0}"
Taka Kumai Barat,-6.87341,121.1457,2015,4,24,sheltered,atoll,fore reef,5.5,"{'Sand': 28.67, 'Other': 0.0, 'Rubble': 5.83, 'Seagrass': 0.17, 'Hard coral': 30.67, 'Macroalgae': 0.5, 'Soft coral': 3.17, 'Turf algae': 0.67, 'Cyanobacteria': 0.0, 'Bare substrate': 27.0, 'Other invertebrates': 3.33, 'Crustose coralline algae': 0.0}"
Taka Kumai Selatan,-6.873409962,121.145699,2015,4,26,semi-exposed,fringing,fore reef,5.5,"{'Sand': 15.5, 'Other': 0.0, 'Rubble': 25.0, 'Seagrass': 0.0, 'Hard coral': 26.0, 'Macroalgae': 1.67, 'Soft coral': 10.83, 'Turf algae': 0.17, 'Cyanobacteria': 0.0, 'Bare substrate': 15.0, 'Other invertebrates': 5.83, 'Crustose coralline algae': 0.0}"
Taka Kumai Utara,-6.89657704,121.150273,2015,4,24,semi-exposed,fringing,fore reef,5,"{'Sand': 17.0, 'Other': 0.0, 'Rubble': 7.0, 'Seagrass': 0.0, 'Hard coral': 55.17, 'Macroalgae': 0.0, 'Soft coral': 2.5, 'Turf algae': 0.5, 'Cyanobacteria': 0.0, 'Bare substrate': 14.5, 'Other invertebrates': 3.33, 'Crustose coralline algae': 0.0}"
Taka Lamongan,-6.542506004,121.234578,2015,4,11,semi-exposed,fringing,fore reef,5.5,"{'Sand': 3.67, 'Other': 0.0, 'Rubble': 12.0, 'Seagrass': 0.0, 'Hard coral': 19.0, 'Macroalgae': 5.0, 'Soft coral': 25.67, 'Turf algae': 3.83, 'Cyanobacteria': 0.0, 'Bare substrate': 12.33, 'Other invertebrates': 18.5, 'Crustose coralline algae': 0.0}"
Taka Lasalimu,-6.5849,121.18877,2015,4,7,exposed,atoll,fore reef,6.5,"{'Sand': 2.5, 'Other': 0.0, 'Rubble': 1.0, 'Seagrass': 0.0, 'Hard coral': 16.83, 'Macroalgae': 0.5, 'Soft coral': 36.83, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 33.17, 'Other invertebrates': 9.17, 'Crustose coralline algae': 0.0}"
Taka Malori Selatan,-6.89226,121.0464,2015,4,19,exposed,atoll,pinnacle,8,"{'Sand': 2.33, 'Other': 0.0, 'Rubble': 3.67, 'Seagrass': 0.0, 'Hard coral': 64.33, 'Macroalgae': 3.67, 'Soft coral': 8.0, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 13.0, 'Other invertebrates': 5.0, 'Crustose coralline algae': 0.0}"
Taka Malori Utara,-6.891774042,121.044765,2015,4,19,semi-exposed,fringing,fore reef,8,"{'Sand': 0.33, 'Other': 0.0, 'Rubble': 0.67, 'Seagrass': 0.0, 'Hard coral': 72.33, 'Macroalgae': 1.33, 'Soft coral': 10.0, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 14.67, 'Other invertebrates': 0.67, 'Crustose coralline algae': 0.0}"
Taka Rajuni,-6.6057,121.03266,2015,4,14,semi-exposed,atoll,fore reef,6,"{'Sand': 0.0, 'Other': 0.0, 'Rubble': 3.5, 'Seagrass': 0.0, 'Hard coral': 62.0, 'Macroalgae': 3.5, 'Soft coral': 4.5, 'Turf algae': 1.17, 'Cyanobacteria': 0.0, 'Bare substrate': 21.67, 'Other invertebrates': 3.67, 'Crustose coralline algae': 0.0}"
Taka Sirobe,-6.64884,121.20457,2015,4,7,exposed,atoll,fore reef,5.5,"{'Sand': 5.5, 'Other': 0.0, 'Rubble': 1.67, 'Seagrass': 0.17, 'Hard coral': 31.0, 'Macroalgae': 2.17, 'Soft coral': 24.17, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 32.33, 'Other invertebrates': 3.0, 'Crustose coralline algae': 0.0}"
Taka Taburi,-6.843416998,121.286401,2015,4,23,semi-exposed,fringing,fore reef,5,"{'Sand': 7.33, 'Other': 0.0, 'Rubble': 2.33, 'Seagrass': 0.0, 'Hard coral': 45.67, 'Macroalgae': 3.5, 'Soft coral': 9.5, 'Turf algae': 1.0, 'Cyanobacteria': 0.0, 'Bare substrate': 27.33, 'Other invertebrates': 3.33, 'Crustose coralline algae': 0.0}"
Taka Takere,-6.68496,121.20734,2015,4,7,exposed,fringing,fore reef,5,"{'Sand': 12.67, 'Other': 0.0, 'Rubble': 5.5, 'Seagrass': 0.0, 'Hard coral': 16.17, 'Macroalgae': 1.0, 'Soft coral': 23.5, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 38.67, 'Other invertebrates': 2.5, 'Crustose coralline algae': 0.0}"
Tambuna Besar,-7.01067,121.20885,2015,4,21,exposed,atoll,fore reef,6,"{'Sand': 12.0, 'Other': 0.0, 'Rubble': 21.5, 'Seagrass': 0.0, 'Hard coral': 25.67, 'Macroalgae': 1.83, 'Soft coral': 7.17, 'Turf algae': 0.83, 'Cyanobacteria': 0.0, 'Bare substrate': 17.67, 'Other invertebrates': 13.33, 'Crustose coralline algae': 0.0}"
Tarupa Besar,-6.50876,121.1272,2015,4,12,semi-exposed,atoll,fore reef,5.5,"{'Sand': 15.0, 'Other': 0.0, 'Rubble': 5.5, 'Seagrass': 9.5, 'Hard coral': 31.83, 'Macroalgae': 1.33, 'Soft coral': 12.5, 'Turf algae': 0.5, 'Cyanobacteria': 0.0, 'Bare substrate': 14.0, 'Other invertebrates': 9.83, 'Crustose coralline algae': 0.0}"
Tarupa Kecil,-6.451674001,121.138145,2015,4,12,exposed,atoll,fore reef,5.5,"{'Sand': 5.33, 'Other': 0.0, 'Rubble': 12.0, 'Seagrass': 0.0, 'Hard coral': 25.5, 'Macroalgae': 3.67, 'Soft coral': 17.83, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 24.17, 'Other invertebrates': 11.5, 'Crustose coralline algae': 0.0}"
Tinabo Besar,-6.56134,121.10214,2015,4,6,semi-exposed,atoll,fore reef,5.5,"{'Sand': 7.33, 'Other': 0.0, 'Rubble': 1.83, 'Seagrass': 0.5, 'Hard coral': 51.67, 'Macroalgae': 0.67, 'Soft coral': 7.17, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 23.0, 'Other invertebrates': 7.83, 'Crustose coralline algae': 0.0}"
Tinabo Kecil 1,-6.573907966,121.075189,2015,4,6,semi-exposed,atoll,fore reef,5.5,"{'Sand': 14.17, 'Other': 0.0, 'Rubble': 7.67, 'Seagrass': 0.0, 'Hard coral': 22.17, 'Macroalgae': 1.0, 'Soft coral': 24.83, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 25.17, 'Other invertebrates': 5.0, 'Crustose coralline algae': 0.0}"
Tinabo Kecil 2,-6.564304987,121.081806,2015,4,6,semi-exposed,fringing,fore reef,5.5,"{'Sand': 3.67, 'Other': 0.0, 'Rubble': 0.5, 'Seagrass': 0.0, 'Hard coral': 25.83, 'Macroalgae': 0.0, 'Soft coral': 0.83, 'Turf algae': 0.0, 'Cyanobacteria': 0.0, 'Bare substrate': 67.5, 'Other invertebrates': 1.67, 'Crustose coralline algae': 0.0}"
Tinanja Timur,-6.55469,121.17685,2015,4,11,exposed,atoll,fore reef,5.5,"{'Sand': 6.5, 'Other': 0.0, 'Rubble': 1.5, 'Seagrass': 0.0, 'Hard coral': 25.0, 'Macroalgae': 1.0, 'Soft coral': 45.33, 'Turf algae': 2.83, 'Cyanobacteria': 0.0, 'Bare substrate': 11.5, 'Other invertebrates': 6.33, 'Crustose coralline algae': 0.0}"
Tinanja Utara,-6.541016959,121.169863,2015,4,11,semi-exposed,fringing,fore reef,5.5,"{'Sand': 9.0, 'Other': 0.0, 'Rubble': 2.83, 'Seagrass': 3.83, 'Hard coral': 3.83, 'Macroalgae': 3.67, 'Soft coral': 33.17, 'Turf algae': 11.17, 'Cyanobacteria': 0.0, 'Bare substrate': 21.33, 'Other invertebrates': 11.17, 'Crustose coralline algae': 0.0}"
Batu Putih,-5.80503,110.49186,2016,5,11,semi-exposed,fringing,back reef,9,"{'Sand': 14.25, 'Other': 0.0, 'Rubble': 8.0, 'Seagrass': 0.0, 'Hard coral': 54.5, 'Macroalgae': 4.5, 'Soft coral': 2.0, 'Turf algae': 14.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 2.75, 'Crustose coralline algae': 0.0}"
Batu Putih,-5.80503,110.49186,2016,5,11,semi-exposed,fringing,back reef,3,"{'Sand': 1.75, 'Other': 0.0, 'Rubble': 7.0, 'Seagrass': 0.0, 'Hard coral': 39.75, 'Macroalgae': 4.0, 'Soft coral': 3.5, 'Turf algae': 41.75, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 2.25, 'Crustose coralline algae': 0.0}"
Bengkoang,-5.74239,110.41747,2016,5,16,exposed,fringing,fore reef,6,"{'Sand': 0.25, 'Other': 0.0, 'Rubble': 19.38, 'Seagrass': 0.0, 'Hard coral': 46.88, 'Macroalgae': 1.0, 'Soft coral': 5.75, 'Turf algae': 25.38, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.38, 'Crustose coralline algae': 0.0}"
Burung,-5.89102,110.34657,2016,5,17,exposed,fringing,fore reef,3,"{'Sand': 3.75, 'Other': 0.0, 'Rubble': 17.5, 'Seagrass': 0.0, 'Hard coral': 39.5, 'Macroalgae': 2.0, 'Soft coral': 9.0, 'Turf algae': 27.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.25, 'Crustose coralline algae': 0.0}"
Burung,-5.89102,110.34657,2016,5,17,exposed,fringing,fore reef,8,"{'Sand': 4.25, 'Other': 0.0, 'Rubble': 26.0, 'Seagrass': 0.0, 'Hard coral': 35.25, 'Macroalgae': 4.25, 'Soft coral': 7.25, 'Turf algae': 19.75, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 3.25, 'Crustose coralline algae': 0.0}"
Cemara Besar 1,-5.80675,110.37822,2016,5,16,semi-exposed,fringing,back reef,8,"{'Sand': 18.0, 'Other': 0.0, 'Rubble': 8.25, 'Seagrass': 0.0, 'Hard coral': 46.75, 'Macroalgae': 2.0, 'Soft coral': 1.0, 'Turf algae': 22.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 2.0, 'Crustose coralline algae': 0.0}"
Cemara Besar 1,-5.80675,110.37822,2016,5,16,semi-exposed,fringing,back reef,3,"{'Sand': 0.0, 'Other': 0.0, 'Rubble': 24.5, 'Seagrass': 0.0, 'Hard coral': 53.25, 'Macroalgae': 1.25, 'Soft coral': 3.25, 'Turf algae': 17.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.5, 'Crustose coralline algae': 0.0}"
Cemara Besar 2,-5.8031,110.38098,2016,5,14,semi-exposed,fringing,back reef,3,"{'Sand': 1.0, 'Other': 0.0, 'Rubble': 9.0, 'Seagrass': 0.0, 'Hard coral': 66.0, 'Macroalgae': 0.25, 'Soft coral': 0.5, 'Turf algae': 21.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.75, 'Crustose coralline algae': 0.0}"
Cemara Besar 2,-5.8031,110.38098,2016,5,14,semi-exposed,fringing,back reef,8,"{'Sand': 7.0, 'Other': 0.0, 'Rubble': 5.25, 'Seagrass': 0.0, 'Hard coral': 73.0, 'Macroalgae': 0.25, 'Soft coral': 0.5, 'Turf algae': 12.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.5, 'Crustose coralline algae': 0.0}"
Cemara Kecil 1,-5.83129,110.38224,2016,5,12,semi-exposed,fringing,fore reef,7,"{'Sand': 10.75, 'Other': 0.0, 'Rubble': 4.25, 'Seagrass': 0.0, 'Hard coral': 67.25, 'Macroalgae': 0.5, 'Soft coral': 0.25, 'Turf algae': 16.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.75, 'Crustose coralline algae': 0.0}"
Cemara Kecil 1,-5.83129,110.38224,2016,5,12,semi-exposed,fringing,fore reef,3,"{'Sand': 1.25, 'Other': 0.0, 'Rubble': 5.75, 'Seagrass': 0.0, 'Hard coral': 64.75, 'Macroalgae': 0.0, 'Soft coral': 1.75, 'Turf algae': 26.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.0, 'Crustose coralline algae': 0.0}"
Cemara Kecil 2,-5.833226,110.381165,2016,5,12,semi-exposed,fringing,fore reef,3,"{'Sand': 11.25, 'Other': 0.0, 'Rubble': 10.75, 'Seagrass': 0.0, 'Hard coral': 62.0, 'Macroalgae': 0.5, 'Soft coral': 0.25, 'Turf algae': 15.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.0, 'Crustose coralline algae': 0.0}"
Cemara Kecil 2,-5.833226,110.381165,2016,5,12,semi-exposed,fringing,fore reef,9,"{'Sand': 7.25, 'Other': 0.0, 'Rubble': 14.25, 'Seagrass': 0.0, 'Hard coral': 66.0, 'Macroalgae': 2.25, 'Soft coral': 1.25, 'Turf algae': 8.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.75, 'Crustose coralline algae': 0.0}"
Cendekian,-5.80419,110.55876,2016,5,8,exposed,fringing,fore reef,8,"{'Sand': 0.0, 'Other': 0.0, 'Rubble': 3.25, 'Seagrass': 0.0, 'Hard coral': 68.25, 'Macroalgae': 1.25, 'Soft coral': 2.25, 'Turf algae': 24.75, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.25, 'Crustose coralline algae': 0.0}"
Cendekian,-5.80419,110.55876,2016,5,8,exposed,fringing,fore reef,3,"{'Sand': 0.0, 'Other': 0.0, 'Rubble': 1.25, 'Seagrass': 0.0, 'Hard coral': 40.0, 'Macroalgae': 2.25, 'Soft coral': 0.5, 'Turf algae': 56.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.0, 'Crustose coralline algae': 0.0}"
