site_name,latitude,longitude,sample_date_year,sample_date_month,sample_date_day,reef_exposure,reef_type,reef_zone,depth_avg,percent_cover_by_benthic_category_avg
Gelean,-5.88023,110.3594,2016,5,17,exposed,fringing,fore reef,9,"{'Sand': 2.5, 'Other': 0.0, 'Rubble': 7.25, 'Seagrass': 0.0, 'Hard coral': 70.25, 'Macroalgae': 5.0, 'Soft coral': 0.0, 'Turf algae': 14.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.0, 'Crustose coralline algae': 0.0}"
Gelean,-5.88023,110.3594,2016,5,17,exposed,fringing,fore reef,3,"{'Sand': 0.25, 'Other': 0.0, 'Rubble': 5.75, 'Seagrass': 0.0, 'Hard coral': 61.5, 'Macroalgae': 8.0, 'Soft coral': 0.5, 'Turf algae': 24.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.0, 'Crustose coralline algae': 0.0}"
Genting 1,-5.86211,110.60538,2016,5,7,sheltered,fringing,back reef,5.5,"{'Sand': 9.13, 'Other': 0.0, 'Rubble': 3.13, 'Seagrass': 0.0, 'Hard coral': 42.63, 'Macroalgae': 1.0, 'Soft coral': 6.0, 'Turf algae': 35.38, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 2.75, 'Crustose coralline algae': 0.0}"
Genting 2,-5.8336,110.60616,2016,5,7,exposed,fringing,fore reef,8,"{'Sand': 0.25, 'Other': 0.0, 'Rubble': 40.25, 'Seagrass': 0.0, 'Hard coral': 33.5, 'Macroalgae': 0.5, 'Soft coral': 0.25, 'Turf algae': 25.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.25, 'Crustose coralline algae': 0.0}"
Genting 2,-5.8336,110.60616,2016,5,7,exposed,fringing,fore reef,3,"{'Sand': 1.0, 'Other': 0.0, 'Rubble': 3.75, 'Seagrass': 0.0, 'Hard coral': 46.5, 'Macroalgae': 8.0, 'Soft coral': 6.75, 'Turf algae': 30.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 4.0, 'Crustose coralline algae': 0.0}"
Genting 3,-5.84098,110.61131,2016,5,7,exposed,fringing,fore reef,8,"{'Sand': 0.0, 'Other': 0.0, 'Rubble': 2.5, 'Seagrass': 0.0, 'Hard coral': 66.25, 'Macroalgae': 0.75, 'Soft coral': 9.0, 'Turf algae': 20.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.5, 'Crustose coralline algae': 0.0}"
Genting 3,-5.84098,110.61131,2016,5,7,exposed,fringing,fore reef,3,"{'Sand': 1.25, 'Other': 0.0, 'Rubble': 2.5, 'Seagrass': 0.0, 'Hard coral': 35.0, 'Macroalgae': 3.25, 'Soft coral': 1.5, 'Turf algae': 56.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.0, 'Crustose coralline algae': 0.0}"
Gosong Selikur 1,-5.729274,110.204483,2016,5,20,semi-exposed,fringing,fore reef,3,"{'Sand': 0.75, 'Other': 0.0, 'Rubble': 7.25, 'Seagrass': 0.0, 'Hard coral': 55.75, 'Macroalgae': 0.25, 'Soft coral': 0.25, 'Turf algae': 35.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.75, 'Crustose coralline algae': 0.0}"
Gosong Selikur 1,-5.729274,110.204483,2016,5,20,semi-exposed,fringing,fore reef,8,"{'Sand': 3.75, 'Other': 0.0, 'Rubble': 4.0, 'Seagrass': 0.0, 'Hard coral': 71.25, 'Macroalgae': 3.25, 'Soft coral': 0.25, 'Turf algae': 17.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.25, 'Crustose coralline algae': 0.0}"
Gosong Selikur 2,-5.727058,110.207648,2016,5,20,semi-exposed,fringing,fore reef,8,"{'Sand': 1.25, 'Other': 0.0, 'Rubble': 8.25, 'Seagrass': 0.0, 'Hard coral': 58.75, 'Macroalgae': 0.5, 'Soft coral': 4.75, 'Turf algae': 24.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 2.5, 'Crustose coralline algae': 0.0}"
Gosong Selikur 2,-5.727058,110.207648,2016,5,20,semi-exposed,fringing,fore reef,3,"{'Sand': 1.5, 'Other': 0.0, 'Rubble': 18.75, 'Seagrass': 0.0, 'Hard coral': 52.75, 'Macroalgae': 0.0, 'Soft coral': 2.0, 'Turf algae': 23.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 2.0, 'Crustose coralline algae': 0.0}"
Gosong Tengah,-5.7998,110.51065,2016,5,10,exposed,fringing,fore reef,8,"{'Sand': 2.0, 'Other': 0.0, 'Rubble': 16.5, 'Seagrass': 0.0, 'Hard coral': 43.5, 'Macroalgae': 6.75, 'Soft coral': 2.5, 'Turf algae': 25.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 3.25, 'Crustose coralline algae': 0.0}"
Gosong Tengah,-5.7998,110.51065,2016,5,10,exposed,fringing,fore reef,3,"{'Sand': 0.25, 'Other': 0.0, 'Rubble': 24.75, 'Seagrass': 0.0, 'Hard coral': 30.75, 'Macroalgae': 11.75, 'Soft coral': 0.5, 'Turf algae': 32.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.0, 'Crustose coralline algae': 0.0}"
Karang Kapal,-5.89937,110.24403,2016,5,23,exposed,fringing,fore reef,9,"{'Sand': 0.0, 'Other': 0.0, 'Rubble': 10.25, 'Seagrass': 0.0, 'Hard coral': 68.25, 'Macroalgae': 2.5, 'Soft coral': 0.75, 'Turf algae': 17.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.25, 'Crustose coralline algae': 0.0}"
Karang Kapal,-5.89937,110.24403,2016,5,23,exposed,fringing,fore reef,3,"{'Sand': 4.25, 'Other': 0.0, 'Rubble': 13.75, 'Seagrass': 0.0, 'Hard coral': 32.75, 'Macroalgae': 0.75, 'Soft coral': 5.5, 'Turf algae': 40.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 2.5, 'Crustose coralline algae': 0.0}"
Karang Katang,-5.804122,110.149306,2016,5,21,exposed,fringing,fore reef,6,"{'Sand': 4.13, 'Other': 0.0, 'Rubble': 14.63, 'Seagrass': 0.0, 'Hard coral': 48.5, 'Macroalgae': 4.5, 'Soft coral': 1.25, 'Turf algae': 25.13, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.88, 'Crustose coralline algae': 0.0}"
Katang 1,-5.798441,110.166105,2016,5,21,semi-exposed,fringing,fore reef,3,"{'Sand': 1.75, 'Other': 0.0, 'Rubble': 39.75, 'Seagrass': 0.0, 'Hard coral': 27.25, 'Macroalgae': 0.0, 'Soft coral': 4.75, 'Turf algae': 26.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.25, 'Crustose coralline algae': 0.0}"
Katang 1,-5.798441,110.166105,2016,5,21,semi-exposed,fringing,fore reef,9,"{'Sand': 5.5, 'Other': 0.0, 'Rubble': 51.25, 'Seagrass': 0.0, 'Hard coral': 35.0, 'Macroalgae': 0.25, 'Soft coral': 0.5, 'Turf algae': 6.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.0, 'Crustose coralline algae': 0.0}"
Katang 2,-5.802959,110.164412,2016,5,21,semi-exposed,fringing,fore reef,6,"{'Sand': 0.13, 'Other': 0.0, 'Rubble': 14.38, 'Seagrass': 0.0, 'Hard coral': 54.63, 'Macroalgae': 0.5, 'Soft coral': 0.0, 'Turf algae': 23.63, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 6.75, 'Crustose coralline algae': 0.0}"
Kecil,-5.82036,110.51187,2016,5,10,exposed,fringing,back reef,9,"{'Sand': 1.0, 'Other': 0.0, 'Rubble': 18.25, 'Seagrass': 0.0, 'Hard coral': 49.5, 'Macroalgae': 1.0, 'Soft coral': 2.25, 'Turf algae': 25.75, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 2.25, 'Crustose coralline algae': 0.0}"
Kecil,-5.82036,110.51187,2016,5,10,exposed,fringing,back reef,3,"{'Sand': 1.25, 'Other': 0.0, 'Rubble': 13.5, 'Seagrass': 0.0, 'Hard coral': 23.25, 'Macroalgae': 2.0, 'Soft coral': 2.5, 'Turf algae': 57.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.5, 'Crustose coralline algae': 0.0}"
Kembar,-5.743575,110.19561,2016,5,20,semi-exposed,fringing,fore reef,8,"{'Sand': 3.0, 'Other': 0.0, 'Rubble': 16.5, 'Seagrass': 0.0, 'Hard coral': 44.25, 'Macroalgae': 1.25, 'Soft coral': 5.5, 'Turf algae': 26.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 3.5, 'Crustose coralline algae': 0.0}"
Kembar,-5.743575,110.19561,2016,5,20,semi-exposed,fringing,fore reef,3,"{'Sand': 2.75, 'Other': 0.0, 'Rubble': 21.5, 'Seagrass': 0.0, 'Hard coral': 37.5, 'Macroalgae': 0.0, 'Soft coral': 11.5, 'Turf algae': 23.0, 'Cyanobacteria': 0.0, 'Bare substrate': 2.5, 'Other invertebrates': 1.25, 'Crustose coralline algae': 0.0}"
Kumbang 1,-5.771209,110.226294,2016,5,19,semi-exposed,fringing,fore reef,8,"{'Sand': 0.25, 'Other': 0.0, 'Rubble': 11.0, 'Seagrass': 0.0, 'Hard coral': 64.0, 'Macroalgae': 1.25, 'Soft coral': 1.5, 'Turf algae': 15.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 6.75, 'Crustose coralline algae': 0.0}"
Kumbang 1,-5.771209,110.226294,2016,5,19,semi-exposed,fringing,fore reef,3,"{'Sand': 5.25, 'Other': 0.0, 'Rubble': 1.75, 'Seagrass': 0.0, 'Hard coral': 33.0, 'Macroalgae': 8.75, 'Soft coral': 1.25, 'Turf algae': 46.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 4.0, 'Crustose coralline algae': 0.0}"
Kumbang 2,-5.774815,110.228799,2016,5,19,semi-exposed,fringing,fore reef,8,"{'Sand': 1.5, 'Other': 0.0, 'Rubble': 6.75, 'Seagrass': 0.0, 'Hard coral': 65.5, 'Macroalgae': 4.25, 'Soft coral': 1.5, 'Turf algae': 19.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.25, 'Crustose coralline algae': 0.0}"
Kumbang 2,-5.774815,110.228799,2016,5,19,semi-exposed,fringing,fore reef,3,"{'Sand': 2.75, 'Other': 0.0, 'Rubble': 15.75, 'Seagrass': 0.0, 'Hard coral': 49.0, 'Macroalgae': 0.0, 'Soft coral': 6.75, 'Turf algae': 25.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.25, 'Crustose coralline algae': 0.0}"
Kumbang 3,-5.775143,110.233448,2016,5,22,semi-exposed,fringing,fore reef,5.5,"{'Sand': 5.0, 'Other': 0.0, 'Rubble': 12.25, 'Seagrass': 0.0, 'Hard coral': 49.75, 'Macroalgae': 0.13, 'Soft coral': 9.0, 'Turf algae': 22.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.63, 'Crustose coralline algae': 0.0}"
Legon Janten,-5.86647,110.461393,2016,5,5,semi-exposed,fringing,back reef,5.5,"{'Sand': 1.63, 'Other': 0.0, 'Rubble': 10.0, 'Seagrass': 0.0, 'Hard coral': 33.75, 'Macroalgae': 1.75, 'Soft coral': 2.25, 'Turf algae': 47.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 3.63, 'Crustose coralline algae': 0.0}"
Legon Moto,-5.86286,110.46648,2016,5,11,semi-exposed,fringing,back reef,7,"{'Sand': 6.5, 'Other': 0.0, 'Rubble': 17.0, 'Seagrass': 0.0, 'Hard coral': 48.75, 'Macroalgae': 2.25, 'Soft coral': 1.25, 'Turf algae': 23.75, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.5, 'Crustose coralline algae': 0.0}"
Legon Moto,-5.86286,110.46648,2016,5,11,semi-exposed,fringing,back reef,3,"{'Sand': 1.0, 'Other': 0.0, 'Rubble': 3.0, 'Seagrass': 0.0, 'Hard coral': 53.5, 'Macroalgae': 0.0, 'Soft coral': 0.0, 'Turf algae': 41.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.0, 'Crustose coralline algae': 0.0}"
Menjangan Besar,-5.89806,110.43379,2016,5,6,exposed,fringing,fore reef,5.5,"{'Sand': 2.75, 'Other': 0.0, 'Rubble': 6.0, 'Seagrass': 0.0, 'Hard coral': 52.25, 'Macroalgae': 2.75, 'Soft coral': 2.25, 'Turf algae': 33.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.5, 'Crustose coralline algae': 0.0}"
Menjangan Kecil,-5.90131,110.40563,2016,5,6,exposed,fringing,fore reef,5.5,"{'Sand': 4.63, 'Other': 0.0, 'Rubble': 10.75, 'Seagrass': 0.0, 'Hard coral': 40.88, 'Macroalgae': 14.0, 'Soft coral': 3.0, 'Turf algae': 24.75, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 2.0, 'Crustose coralline algae': 0.0}"
Menyawakan,-5.79817,110.34733,2016,5,15,sheltered,fringing,fore reef,5.5,"{'Sand': 7.13, 'Other': 0.0, 'Rubble': 19.13, 'Seagrass': 0.0, 'Hard coral': 59.38, 'Macroalgae': 2.0, 'Soft coral': 1.13, 'Turf algae': 9.38, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.88, 'Crustose coralline algae': 0.0}"
Nyamuk,-5.82071,110.206447,2016,5,23,exposed,fringing,fore reef,3,"{'Sand': 0.25, 'Other': 0.0, 'Rubble': 13.25, 'Seagrass': 0.0, 'Hard coral': 50.75, 'Macroalgae': 3.5, 'Soft coral': 2.25, 'Turf algae': 29.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.0, 'Crustose coralline algae': 0.0}"
Nyamuk,-5.82071,110.206447,2016,5,23,exposed,fringing,fore reef,8,"{'Sand': 2.25, 'Other': 0.0, 'Rubble': 3.5, 'Seagrass': 0.0, 'Hard coral': 80.5, 'Macroalgae': 3.5, 'Soft coral': 0.25, 'Turf algae': 10.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.0, 'Crustose coralline algae': 0.0}"
Pantai Nirwana,-5.8868,110.45016,2016,5,12,exposed,fringing,fore reef,8,"{'Sand': 1.75, 'Other': 0.0, 'Rubble': 12.75, 'Seagrass': 0.0, 'Hard coral': 46.5, 'Macroalgae': 6.5, 'Soft coral': 3.75, 'Turf algae': 28.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.75, 'Crustose coralline algae': 0.0}"
Pantai Nirwana,-5.8868,110.45016,2016,5,12,exposed,fringing,fore reef,3,"{'Sand': 3.5, 'Other': 0.0, 'Rubble': 18.75, 'Seagrass': 0.0, 'Hard coral': 23.75, 'Macroalgae': 0.0, 'Soft coral': 0.25, 'Turf algae': 52.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.75, 'Crustose coralline algae': 0.0}"
Parang 1,-5.755273,110.260433,2016,5,22,semi-exposed,fringing,fore reef,5.5,"{'Sand': 5.38, 'Other': 0.0, 'Rubble': 18.25, 'Seagrass': 0.0, 'Hard coral': 42.88, 'Macroalgae': 0.38, 'Soft coral': 2.13, 'Turf algae': 29.88, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.13, 'Crustose coralline algae': 0.0}"
Parang 2,-5.7680110000000004,110.258263,2016,5,22,semi-exposed,fringing,fore reef,5.5,"{'Sand': 5.0, 'Other': 0.0, 'Rubble': 19.25, 'Seagrass': 0.0, 'Hard coral': 50.38, 'Macroalgae': 1.38, 'Soft coral': 4.0, 'Turf algae': 18.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.5, 'Crustose coralline algae': 0.0}"
Sintok 1,-5.78476,110.51927,2016,5,8,exposed,fringing,fore reef,3,"{'Sand': 0.25, 'Other': 0.0, 'Rubble': 14.75, 'Seagrass': 0.0, 'Hard coral': 43.5, 'Macroalgae': 20.0, 'Soft coral': 0.5, 'Turf algae': 21.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.0, 'Crustose coralline algae': 0.0}"
Sintok 1,-5.78476,110.51927,2016,5,8,exposed,fringing,fore reef,8,"{'Sand': 0.5, 'Other': 0.0, 'Rubble': 3.5, 'Seagrass': 0.0, 'Hard coral': 53.75, 'Macroalgae': 3.75, 'Soft coral': 5.5, 'Turf algae': 31.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 2.0, 'Crustose coralline algae': 0.0}"
Sintok 2,-5.78817,110.51389,2016,5,8,exposed,fringing,fore reef,3,"{'Sand': 0.0, 'Other': 0.0, 'Rubble': 6.5, 'Seagrass': 0.0, 'Hard coral': 43.5, 'Macroalgae': 1.5, 'Soft coral': 0.25, 'Turf algae': 47.75, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.5, 'Crustose coralline algae': 0.0}"
Sintok 2,-5.78817,110.51389,2016,5,8,exposed,fringing,fore reef,8,"{'Sand': 2.0, 'Other': 0.0, 'Rubble': 10.25, 'Seagrass': 0.0, 'Hard coral': 55.25, 'Macroalgae': 3.5, 'Soft coral': 0.5, 'Turf algae': 25.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 3.25, 'Crustose coralline algae': 0.0}"
Taka Malang E,-5.822472,110.438789,2016,5,14,exposed,fringing,fore reef,5.5,"{'Sand': 6.63, 'Other': 0.0, 'Rubble': 11.25, 'Seagrass': 0.0, 'Hard coral': 59.25, 'Macroalgae': 0.0, 'Soft coral': 0.0, 'Turf algae': 21.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.38, 'Crustose coralline algae': 0.0}"
Taka Malang W,-5.82071,110.438853,2016,5,14,exposed,fringing,fore reef,3,"{'Sand': 0.5, 'Other': 0.0, 'Rubble': 9.5, 'Seagrass': 0.0, 'Hard coral': 50.25, 'Macroalgae': 0.0, 'Soft coral': 0.25, 'Turf algae': 38.75, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.75, 'Crustose coralline algae': 0.0}"
Taka Malang W,-5.82071,110.438853,2016,5,14,exposed,fringing,fore reef,8,"{'Sand': 1.5, 'Other': 0.0, 'Rubble': 11.5, 'Seagrass': 0.0, 'Hard coral': 59.0, 'Macroalgae': 0.0, 'Soft coral': 0.25, 'Turf algae': 26.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.25, 'Crustose coralline algae': 0.0}"
Taka Menyawakan E,-5.76733,110.325654,2016,5,15,exposed,fringing,fore reef,9,"{'Sand': 0.75, 'Other': 0.0, 'Rubble': 7.75, 'Seagrass': 0.0, 'Hard coral': 66.0, 'Macroalgae': 0.0, 'Soft coral': 0.25, 'Turf algae': 19.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 6.0, 'Crustose coralline algae': 0.0}"
Taka Menyawakan W,-5.766931,110.324744,2016,5,15,exposed,fringing,fore reef,7,"{'Sand': 2.75, 'Other': 0.0, 'Rubble': 10.0, 'Seagrass': 0.0, 'Hard coral': 59.75, 'Macroalgae': 0.25, 'Soft coral': 0.25, 'Turf algae': 23.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 3.5, 'Crustose coralline algae': 0.0}"
Tanjung Dua,-5.85681,110.47279,2016,5,5,exposed,fringing,back reef,5.5,"{'Sand': 8.25, 'Other': 0.0, 'Rubble': 6.5, 'Seagrass': 0.0, 'Hard coral': 49.63, 'Macroalgae': 1.63, 'Soft coral': 0.88, 'Turf algae': 32.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.88, 'Crustose coralline algae': 0.0}"
Tanjung Lemu,-5.83365,110.48852,2016,5,11,semi-exposed,fringing,back reef,3,"{'Sand': 0.0, 'Other': 0.0, 'Rubble': 2.25, 'Seagrass': 0.0, 'Hard coral': 77.0, 'Macroalgae': 0.0, 'Soft coral': 2.0, 'Turf algae': 17.75, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.0, 'Crustose coralline algae': 0.0}"
Tanjung Lemu,-5.83365,110.48852,2016,5,11,semi-exposed,fringing,back reef,8,"{'Sand': 2.25, 'Other': 0.0, 'Rubble': 43.0, 'Seagrass': 0.0, 'Hard coral': 15.25, 'Macroalgae': 0.5, 'Soft coral': 0.25, 'Turf algae': 31.75, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 7.0, 'Crustose coralline algae': 0.0}"
Tanjung Sekoci,-5.85771,110.46753,2016,5,5,semi-exposed,fringing,back reef,5,"{'Sand': 1.88, 'Other': 0.0, 'Rubble': 5.5, 'Seagrass': 0.0, 'Hard coral': 43.88, 'Macroalgae': 2.13, 'Soft coral': 0.88, 'Turf algae': 43.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 2.5, 'Crustose coralline algae': 0.0}"
Tengah,-5.80877,110.51163,2016,5,10,exposed,fringing,fore reef,9,"{'Sand': 0.75, 'Other': 0.0, 'Rubble': 24.5, 'Seagrass': 0.0, 'Hard coral': 34.5, 'Macroalgae': 5.5, 'Soft coral': 0.75, 'Turf algae': 30.0, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 4.0, 'Crustose coralline algae': 0.0}"
Tengah,-5.80877,110.51163,2016,5,10,exposed,fringing,fore reef,3,"{'Sand': 1.75, 'Other': 0.0, 'Rubble': 14.25, 'Seagrass': 0.0, 'Hard coral': 23.0, 'Macroalgae': 0.25, 'Soft coral': 1.5, 'Turf algae': 57.5, 'Cyanobacteria': 0.0, 'Bare substrate': 0.75, 'Other invertebrates': 1.0, 'Crustose coralline algae': 0.0}"
Batu Putih,-5.80503,110.49186,2019,3,31,semi-exposed,fringing,back reef,4.5,"{'Sand': 8.88, 'Other': 0.0, 'Rubble': 22.88, 'Seagrass': 0.0, 'Hard coral': 40.0, 'Macroalgae': 3.63, 'Soft coral': 1.38, 'Turf algae': 21.13, 'Cyanobacteria': 0.0, 'Bare substrate': 0.13, 'Other invertebrates': 2.0, 'Crustose coralline algae': 0.0}"
Bengkoang,-5.74239,110.41747,2019,4,1,exposed,fringing,fore reef,4.5,"{'Sand': 0.63, 'Other': 0.0, 'Rubble': 15.75, 'Seagrass': 0.0, 'Hard coral': 58.38, 'Macroalgae': 0.88, 'Soft coral': 3.0, 'Turf algae': 20.25, 'Cyanobacteria': 0.0, 'Bare substrate': 0.5, 'Other invertebrates': 0.63, 'Crustose coralline algae': 0.0}"
Burung,-5.89102,110.34657,2019,4,2,exposed,fringing,fore reef,5,"{'Sand': 1.38, 'Other': 0.0, 'Rubble': 17.0, 'Seagrass': 0.0, 'Hard coral': 49.88, 'Macroalgae': 1.13, 'Soft coral': 10.63, 'Turf algae': 17.63, 'Cyanobacteria': 0.0, 'Bare substrate': 0.13, 'Other invertebrates': 2.25, 'Crustose coralline algae': 0.0}"
Cemara Besar 1,-5.80675,110.37822,2019,3,30,semi-exposed,fringing,back reef,4.5,"{'Sand': 1.0, 'Other': 0.0, 'Rubble': 21.63, 'Seagrass': 0.0, 'Hard coral': 60.5, 'Macroalgae': 2.63, 'Soft coral': 0.63, 'Turf algae': 13.13, 'Cyanobacteria': 0.0, 'Bare substrate': 0.13, 'Other invertebrates': 0.38, 'Crustose coralline algae': 0.0}"
Cemara Besar 2,-5.8031,110.38098,2019,4,1,semi-exposed,fringing,back reef,4.5,"{'Sand': 1.5, 'Other': 0.0, 'Rubble': 14.63, 'Seagrass': 0.0, 'Hard coral': 65.38, 'Macroalgae': 0.63, 'Soft coral': 1.63, 'Turf algae': 15.13, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 1.13, 'Crustose coralline algae': 0.0}"
Cemara Kecil 1,-5.83129,110.38224,2019,4,1,semi-exposed,fringing,fore reef,4.5,"{'Sand': 4.0, 'Other': 0.0, 'Rubble': 16.38, 'Seagrass': 0.13, 'Hard coral': 53.25, 'Macroalgae': 0.63, 'Soft coral': 0.25, 'Turf algae': 24.38, 'Cyanobacteria': 0.0, 'Bare substrate': 0.5, 'Other invertebrates': 0.5, 'Crustose coralline algae': 0.0}"
Cemara Kecil 2,-5.833226,110.381165,2019,4,3,semi-exposed,fringing,fore reef,5.5,"{'Sand': 4.63, 'Other': 0.0, 'Rubble': 12.25, 'Seagrass': 0.0, 'Hard coral': 65.75, 'Macroalgae': 1.38, 'Soft coral': 0.38, 'Turf algae': 15.38, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.25, 'Crustose coralline algae': 0.0}"
Cendekian,-5.80419,110.55876,2019,3,27,exposed,fringing,fore reef,4.5,"{'Sand': 0.25, 'Other': 0.0, 'Rubble': 8.75, 'Seagrass': 0.0, 'Hard coral': 67.25, 'Macroalgae': 8.5, 'Soft coral': 1.63, 'Turf algae': 13.13, 'Cyanobacteria': 0.0, 'Bare substrate': 0.0, 'Other invertebrates': 0.5, 'Crustose coralline algae': 0.0}"
